column_name,dictionary_match,source_table,description,type,units,modality,missing_rate,non_missing_count,unique_count,available_in_d3,suspected_label,suspected_leakage,duplicated_measurement_family,recommended_use,exclusion_reason
ST80SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightChoroidPlexus,N,mm3,mri_structural,0.659289,4341,1732,False,False,False,ST80SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST81CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightCorpusCallosum,N,mm3,mri_structural,1.0,0,0,False,False,False,ST81CV,exclude_high_missing,Availability is below the configured feature threshold.
ST81SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightCorpusCallosum,N,mm2,mri_structural,1.0,0,0,False,False,False,ST81SA,exclude_high_missing,Availability is below the configured feature threshold.
ST81TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightCorpusCallosum,N,mm,mri_structural,1.0,0,0,False,False,False,ST81TA,exclude_high_missing,Availability is below the configured feature threshold.
ST81TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightCorpusCallosum,N,mm,mri_structural,1.0,0,0,False,False,False,ST81TS,exclude_high_missing,Availability is below the configured feature threshold.
ST82CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightCuneus,N,mm3,mri_structural,0.659289,4341,1762,False,False,False,ST82CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST82SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightCuneus,N,mm2,mri_structural,0.659289,4341,983,False,False,False,ST82SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST82TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightCuneus,N,mm,mri_structural,0.659289,4341,743,False,False,False,ST82TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST82TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightCuneus,N,mm,mri_structural,0.659289,4341,469,False,False,False,ST82TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST83CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightEntorhinal,N,mm3,mri_structural,0.659289,4341,1685,False,False,False,ST83CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST83SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightEntorhinal,N,mm2,mri_structural,0.659289,4341,456,False,False,False,ST83SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST83TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightEntorhinal,N,mm,mri_structural,0.659289,4341,1976,False,False,False,ST83TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST83TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightEntorhinal,N,mm,mri_structural,0.659289,4341,726,False,False,False,ST83TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST84CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightFrontalPole,N,mm3,mri_structural,0.659289,4341,917,False,False,False,ST84CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST84SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightFrontalPole,N,mm2,mri_structural,0.659289,4341,323,False,False,False,ST84SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST84TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightFrontalPole,N,mm,mri_structural,0.659289,4341,1257,False,False,False,ST84TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST84TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightFrontalPole,N,mm,mri_structural,0.659289,4341,553,False,False,False,ST84TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST85CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightFusiform,N,mm3,mri_structural,0.659289,4341,3014,False,False,False,ST85CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST85SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightFusiform,N,mm2,mri_structural,0.659289,4341,1565,False,False,False,ST85SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST85TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightFusiform,N,mm,mri_structural,0.659289,4341,1142,False,False,False,ST85TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST85TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightFusiform,N,mm,mri_structural,0.659289,4341,404,False,False,False,ST85TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST86SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightHemisphere,N,mm2,mri_structural,0.801899,2524,2509,False,False,False,ST86SA,exclude_high_missing,Availability is below the configured feature threshold.
ST87CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightHemisphereWM,N,mm3,mri_structural,1.0,0,0,False,False,False,ST87CV,exclude_high_missing,Availability is below the configured feature threshold.
ST88SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightHippocampus,N,mm3,mri_structural,0.659289,4341,2085,False,False,False,ST88SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST89SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightInferiorLateralVentricle,N,mm3,mri_structural,0.659367,4340,1934,False,False,False,ST89SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST8SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of FifthVentricle,N,mm3,mri_structural,0.804097,2496,116,False,False,False,ST8SV,exclude_high_missing,Availability is below the configured feature threshold.
ST90CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightInferiorParietal,N,mm3,mri_structural,0.659289,4341,3321,False,False,False,ST90CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST90SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightInferiorParietal,N,mm2,mri_structural,0.659289,4341,2195,False,False,False,ST90SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST90TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightInferiorParietal,N,mm,mri_structural,0.659289,4341,979,False,False,False,ST90TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST90TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightInferiorParietal,N,mm,mri_structural,0.659289,4341,370,False,False,False,ST90TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST91CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightInferiorTemporal,N,mm3,mri_structural,0.659289,4341,3166,False,False,False,ST91CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST91SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightInferiorTemporal,N,mm2,mri_structural,0.659289,4341,1659,False,False,False,ST91SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST91TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightInferiorTemporal,N,mm,mri_structural,0.659289,4341,1118,False,False,False,ST91TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST91TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightInferiorTemporal,N,mm,mri_structural,0.659289,4341,408,False,False,False,ST91TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST92SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightInterior,N,mm3,mri_structural,1.0,0,0,False,False,False,ST92SV,exclude_high_missing,Availability is below the configured feature threshold.
ST93CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightIsthmusCingulate,N,mm3,mri_structural,0.659289,4341,1480,False,False,False,ST93CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST93SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightIsthmusCingulate,N,mm2,mri_structural,0.659289,4341,706,False,False,False,ST93SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST93TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightIsthmusCingulate,N,mm,mri_structural,0.659289,4341,1192,False,False,False,ST93TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST93TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightIsthmusCingulate,N,mm,mri_structural,0.659289,4341,531,False,False,False,ST93TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST94CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightLateralOccipital,N,mm3,mri_structural,0.659289,4341,3107,False,False,False,ST94CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST94SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightLateralOccipital,N,mm2,mri_structural,0.659289,4341,2095,False,False,False,ST94SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST94TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightLateralOccipital,N,mm,mri_structural,0.659289,4341,862,False,False,False,ST94TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST94TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightLateralOccipital,N,mm,mri_structural,0.659289,4341,367,False,False,False,ST94TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST95CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightLateralOrbitofrontal,N,mm3,mri_structural,0.659289,4341,2294,False,False,False,ST95CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST95SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightLateralOrbitofrontal,N,mm2,mri_structural,0.659289,4341,1218,False,False,False,ST95SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST95TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightLateralOrbitofrontal,N,mm,mri_structural,0.659289,4341,875,False,False,False,ST95TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST95TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightLateralOrbitofrontal,N,mm,mri_structural,0.659289,4341,412,False,False,False,ST95TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST96SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightLateralVentricle,N,mm3,mri_structural,0.659289,4341,4016,False,False,False,ST96SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST97CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightLingual,N,mm3,mri_structural,0.659289,4341,2530,False,False,False,ST97CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST97SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightLingual,N,mm2,mri_structural,0.659289,4341,1575,False,False,False,ST97SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST97TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightLingual,N,mm,mri_structural,0.659289,4341,771,False,False,False,ST97TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST97TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightLingual,N,mm,mri_structural,0.659289,4341,353,False,False,False,ST97TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST98CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightMedialOrbitofrontal,N,mm3,mri_structural,0.659289,4341,2167,False,False,False,ST98CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST98SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightMedialOrbitofrontal,N,mm2,mri_structural,0.659289,4341,1043,False,False,False,ST98SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST98TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightMedialOrbitofrontal,N,mm,mri_structural,0.659289,4341,936,False,False,False,ST98TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST98TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightMedialOrbitofrontal,N,mm,mri_structural,0.659289,4341,521,False,False,False,ST98TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST99CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightMiddleTemporal,N,mm3,mri_structural,0.659289,4341,3111,False,False,False,ST99CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST99SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightMiddleTemporal,N,mm2,mri_structural,0.659289,4341,1627,False,False,False,ST99SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST99TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightMiddleTemporal,N,mm,mri_structural,0.659289,4341,1094,False,False,False,ST99TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST99TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightMiddleTemporal,N,mm,mri_structural,0.659289,4341,390,False,False,False,ST99TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST9SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of FourthVentricle,N,mm3,mri_structural,0.659289,4341,2041,False,False,False,ST9SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
update_stamp_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,False,,,,,administrative,0.659289,4341,38,False,False,True,UPDATE_STAMP,exclude_administrative,Administrative or data-construction field.
EXAMDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,True,UCSFFSX,The scan date for the image processed,D,,visit_time,0.375873,7952,2315,True,False,True,EXAMDATE,exclude_leakage,Target-derived or temporal field is excluded from model inputs.
VERSION_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,True,UCSFFSX,,D,,administrative,0.375873,7952,485,True,False,True,VERSION,exclude_administrative,Administrative or data-construction field.
LONISID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,True,UCSFFSX,The LONI study UID for the image processed,T,,identifier,0.375873,7952,7947,True,False,True,LONISID,exclude_identifier,Identifier is retained only for joins and subject-level splits.
FLDSTRENG_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,True,UCSFFSX,The field strength. 1.5 or 3,D,,mri_structural,0.690684,3941,1,True,False,False,FLDSTRENG,include_optional,Eligible audited feature retained as optional but outside the primary feature cap.
